Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,ObjectYear
14.40.611,False,True,True,437878,964,European Paintings,1914.0,Painting,A Maid Asleep,nan,nan,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1656–57,1656,1657,Oil on canvas,34 1/2 x 30 1/8 in. (87.6 x 76.5 cm),"Bequest of Benjamin Altman, 1913",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437878,https://www.wikidata.org/wiki/Q684935,,"Metropolitan Museum of Art, New York, NY",Interiors|Fruit|Women|Servants|Sleeping,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300011868|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025874|http://vocab.getty.edu/page/aat/300375130,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q1364|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q54128|https://www.wikidata.org/wiki/Q35831,1656.0
1979.396.1,True,True,True,437879,964,European Paintings,1979.0,Painting,Study of a Young Woman,nan,nan,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1665–67,1665,1667,Oil on canvas,17 1/2 x 15 3/4 in. (44.5 x 40 cm),"Gift of Mr. and Mrs. Charles Wrightsman, in memory of Theodore Rousseau Jr., 1979",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437879,https://www.wikidata.org/wiki/Q958088,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,1665.0
25.110.24,False,True,True,437880,964,European Paintings,1925.0,Painting,Young Woman with a Lute,nan,nan,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1662–63,1662,1663,Oil on canvas,20 1/4 x 18 in. (51.4 x 45.7 cm),"Bequest of Collis P. Huntington, 1900",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437880,https://www.wikidata.org/wiki/Q839359,,"Metropolitan Museum of Art, New York, NY",Women|Lutes|Music|Interiors|Maps,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300042101|http://vocab.getty.edu/page/aat/300435214|http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300028094,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q180733|https://www.wikidata.org/wiki/Q638|https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q4006,1662.0
89.15.21,True,True,True,437881,964,European Paintings,1889.0,Painting,Young Woman with a Water Pitcher,nan,nan,,,,10841,Artist, ,Johannes Vermeer,"Dutch, Delft 1632–1675 Delft", ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,ca. 1662,1657,1667,Oil on canvas,18 x 16 in. (45.7 x 40.6 cm),"Marquand Collection, Gift of Henry G. Marquand, 1889",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437881,https://www.wikidata.org/wiki/Q386453,,"Metropolitan Museum of Art, New York, NY",Interiors|Women|Maps|Pitchers,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300028094|http://vocab.getty.edu/page/aat/300194765,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q4006|https://www.wikidata.org/wiki/Q132397,1662.0
49.7.40,False,False,False,437882,,European Paintings,1949.0,Painting,A Young Woman Reading,nan,nan,,,,10841,Artist,Imitator of,Johannes Vermeer,ca. 1925–27, ,"Vermeer, Johannes",Dutch,1632      ,1675      ,,http://vocab.getty.edu/page/ulan/500032927,https://www.wikidata.org/wiki/Q41264,,1900,1924,Oil on canvas,7 3/4 x 5 3/4 in. (19.7 x 14.6 cm),"The Jules Bache Collection, 1949",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437882,https://www.wikidata.org/wiki/Q19905080,,"Metropolitan Museum of Art, New York, NY",Profiles|Women|Reading,http://vocab.getty.edu/page/aat/300123319|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300248178,https://www.wikidata.org/wiki/Q4382010|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q199657,
1982.60.27,False,False,True,437883,537,European Paintings,1982.0,Painting,Portrait of a Man with a Rosary,nan,nan,,,,16263,Artist,Copy after,Jan Cornelisz Vermeyen, , ,"Vermeyen, Jan Cornelisz",Netherlandish,1504      ,1559      ,,http://vocab.getty.edu/page/ulan/500000614,https://www.wikidata.org/wiki/Q240396,1545,1545,1545,Oil on wood,20 x 16 1/4 in. (50.8 x 41.3 cm),"The Jack and Belle Linsky Collection, 1982",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437883,https://www.wikidata.org/wiki/Q19912759,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Rosaries,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300262831,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q132539,1545.0
1982.60.26,False,False,True,437884,537,European Paintings,1982.0,Painting,"Mary (1505–1558), Queen of Hungary",nan,nan,,,,16263,Artist,Copy after,Jan Cornelisz Vermeyen, , ,"Vermeyen, Jan Cornelisz",Netherlandish,1504      ,1559      ,,http://vocab.getty.edu/page/ulan/500000614,https://www.wikidata.org/wiki/Q240396,,1520,1559,Oil on wood,21 1/2 x 18 in. (54.6 x 45.7 cm),"The Jack and Belle Linsky Collection, 1982",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437884,https://www.wikidata.org/wiki/Q19906186,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,
06.144,False,True,True,437885,,European Paintings,1906.0,Painting,The Triumph of Aemilius Paulus,nan,nan,,,,16263,Artist, ,Carle (Antoine Charles Horace) Vernet,"French, Bordeaux 1758–1836 Paris", ,"Vernet, Carle (Antoine Charles Horace)",French,1758      ,1836      ,,http://vocab.getty.edu/page/ulan/500011057,https://www.wikidata.org/wiki/Q585852,1789,1789,1789,Oil on canvas,51 1/8 x 172 1/2 in. (129.9 x 438.2 cm),"Gift of Darius O. Mills, 1906",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437885,https://www.wikidata.org/wiki/Q19912010,,"Metropolitan Museum of Art, New York, NY",Soldiers|Armor|Kings|Horses|Crowd|Chariots,http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300226591|http://vocab.getty.edu/page/aat/300025481|http://vocab.getty.edu/page/aat/300250148| |http://vocab.getty.edu/page/aat/300212699,https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q20793164|https://www.wikidata.org/wiki/Q12097|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q13430821|https://www.wikidata.org/wiki/Q203788,1789.0
48.187.739,False,False,True,437886,,European Paintings,1948.0,Painting,Harbor Scene with a Grotto and Fishermen Hauling in Nets,nan,nan,,,,16263,Artist,Style of,Joseph Vernet,"French, late 18th century", ,"Vernet, Joseph",French,1714      ,1789      ,,http://vocab.getty.edu/page/ulan/500029638,https://www.wikidata.org/wiki/Q315819,,1770,1799,Oil on canvas,22 3/4 x 42 1/8 in. (57.8 x 107 cm),"Bequest of Catherine D. Wentworth, 1948",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437886,https://www.wikidata.org/wiki/Q19912114,,"Metropolitan Museum of Art, New York, NY",Men|Fishing|Boats|Harbors,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300239470|http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/aat/300008678,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q14373|https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q283202,
62.254,False,False,True,437887,,European Paintings,1962.0,Painting,Bertel Thorvaldsen (1768–1844) with the Bust of Horace Vernet,nan,nan,,,,16263,Artist, ,Horace Vernet,"French, Paris 1789–1863 Paris", ,"Vernet, Horace",French,1789      ,1863      ,,http://vocab.getty.edu/page/ulan/500024243,https://www.wikidata.org/wiki/Q161145,1833 or later,1833,1833,Oil on canvas,38 x 29 1/2 in. (96.5 x 74.9 cm),"Gift of Dr. Rudolf J. Heinemann, 1962",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437887,https://www.wikidata.org/wiki/Q19913090,,"Metropolitan Museum of Art, New York, NY",Sculpture|Men|Portraits|Artists,http://vocab.getty.edu/page/aat/300047090|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025103,https://www.wikidata.org/wiki/Q860861|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q483501,1833.0
87.15.47,False,True,True,437888,,European Paintings,1887.0,Painting,The Start of the Race of the Riderless Horses,nan,nan,,,,16263,Artist, ,Horace Vernet,"French, Paris 1789–1863 Paris", ,"Vernet, Horace",French,1789      ,1863      ,,http://vocab.getty.edu/page/ulan/500024243,https://www.wikidata.org/wiki/Q161145,1820,1820,1820,Oil on canvas,18 1/8 x 21 1/4 in. (46 x 54 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437888,https://www.wikidata.org/wiki/Q19905339,,"Metropolitan Museum of Art, New York, NY",Men|Spectators|Horses,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300189768|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q63443976|https://www.wikidata.org/wiki/Q726,1820.0
46.31,False,True,True,437889,,European Paintings,1946.0,Painting,Alessandro Vittoria (1525–1608),nan,nan,,,,16263,Artist, ,Paolo Veronese (Paolo Caliari),"Italian, Verona 1528–1588 Venice", ,"Veronese, Paolo (Paolo Caliari)",Italian,1528      ,1588      ,,http://vocab.getty.edu/page/ulan/500021218,https://www.wikidata.org/wiki/Q9440,ca. 1580,1575,1585,Oil on canvas,43 1/2 x 32 1/4 in. (110.5 x 81.9 cm),"Gwynne Andrews Fund, 1946",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437889,https://www.wikidata.org/wiki/Q19912118,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Artists,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025103,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q483501,1580.0
29.100.105,False,True,True,437890,,European Paintings,1929.0,Painting,Boy with a Greyhound,nan,nan,,,,16263,Artist, ,Paolo Veronese (Paolo Caliari),"Italian, Verona 1528–1588 Venice", ,"Veronese, Paolo (Paolo Caliari)",Italian,1528      ,1588      ,,http://vocab.getty.edu/page/ulan/500021218,https://www.wikidata.org/wiki/Q9440,possibly 1570s,1570,1579,Oil on canvas,68 3/8 x 40 1/8 in. (173.7 x 101.9 cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437890,https://www.wikidata.org/wiki/Q19911888,,"Metropolitan Museum of Art, New York, NY",Boys|Portraits|Dogs,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q144,1570.0
10.189,True,True,True,437891,,European Paintings,1910.0,Painting,Mars and Venus United by Love,nan,nan,,,,16263,Artist, ,Paolo Veronese (Paolo Caliari),"Italian, Verona 1528–1588 Venice", ,"Veronese, Paolo (Paolo Caliari)",Italian,1528      ,1588      ,,http://vocab.getty.edu/page/ulan/500021218,https://www.wikidata.org/wiki/Q9440,1570s,1570,1579,Oil on canvas,81 x 63 3/8 in. (205.7 x 161 cm),"John Stewart Kennedy Fund, 1910",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437891,https://www.wikidata.org/wiki/Q9372005,,"Metropolitan Museum of Art, New York, NY",Cupid|Mars|Venus|Horses,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901001031|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300250148,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q112|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q726,1570.0
14.40.647,False,False,True,437892,,European Paintings,1914.0,Painting,Madonna and Child,nan,nan,,,,16263,Artist,Workshop of,Andrea del Verrocchio,"Italian, Florence 1435–1488 Venice", ,"Verrocchio, Andrea del",Italian,1435      ,1488      ,,http://vocab.getty.edu/page/ulan/500003951,https://www.wikidata.org/wiki/Q183458,ca. 1470,1465,1475,Tempera and gold on wood,26 x 19 in. (66 x 48.3 cm),"Bequest of Benjamin Altman, 1913",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437892,https://www.wikidata.org/wiki/Q19905341,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Cherries,http://vocab.getty.edu/page/ia/901000052| ,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q196,1470.0
36.162.1,False,False,True,437893,964,European Paintings,1936.0,Painting,Portrait of a Man,nan,nan,,,,10842,Artist, ,Johannes Verspronck,"Dutch, Haarlem, born ca. 1601–3, died 1662 Haarlem", ,"Verspronck, Johannes",Dutch,1601      ,1662      ,,http://vocab.getty.edu/page/ulan/500013071,https://www.wikidata.org/wiki/Q577974,1645,1645,1645,Oil on canvas,31 1/4 x 25 1/4 in. (79.4 x 64.1 cm),"Bequest of Susan P. Colgate, in memory of her husband, Romulus R. Colgate, 1936",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437893,https://www.wikidata.org/wiki/Q19912885,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1645.0
1983.405,False,False,True,437894,,European Paintings,1983.0,Painting,Eugène Joseph Stanislas Foullon d'Ecotier (1753–1821),nan,nan,,,,16264,Artist, ,Antoine Vestier,"French, Avallon 1740–1824 Paris", ,"Vestier, Antoine",French,1740      ,1824      ,,http://vocab.getty.edu/page/ulan/500016254,https://www.wikidata.org/wiki/Q2389104,1785,1785,1785,Oil on canvas,"Oval, 31 5/8 x 25 1/8 in. (80.3 x 63.8 cm)","Gift of Mr. and Mrs. Charles Wrightsman, 1983",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437894,https://www.wikidata.org/wiki/Q19912544,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1785.0
87.15.101,False,False,True,437895,,European Paintings,1887.0,Painting,The Reprimand,nan,nan,,,,16264,Artist, ,Jean-Georges Vibert,"French, Paris 1840–1902 Paris", ,"Vibert, Jean-Georges",French,1840      ,1902      ,,http://vocab.getty.edu/page/ulan/500001927,https://www.wikidata.org/wiki/Q1280412,1874,1874,1874,Oil on canvas,20 3/8 x 33 in. (51.8 x 83.8 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437895,https://www.wikidata.org/wiki/Q19912548,,"Metropolitan Museum of Art, New York, NY",Gardens|Men|Women|Cats,http://vocab.getty.edu/page/aat/300008090|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265960,https://www.wikidata.org/wiki/Q1107656|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q146,1874.0
25.110.140,False,False,True,437896,,European Paintings,1925.0,Painting,The Missionary's Adventures,nan,nan,,,,16264,Artist, ,Jean-Georges Vibert,"French, Paris 1840–1902 Paris", ,"Vibert, Jean-Georges",French,1840      ,1902      ,,http://vocab.getty.edu/page/ulan/500001927,https://www.wikidata.org/wiki/Q1280412,ca. 1883,1878,1888,Oil on wood,39 x 53 in. (99.1 x 134.6 cm),"Bequest of Collis P. Huntington, 1900",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437896,https://www.wikidata.org/wiki/Q19911890,,"Metropolitan Museum of Art, New York, NY",Interiors|Men|Dogs|Bishops|Monks,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/aat/300025756|http://vocab.getty.edu/page/aat/300025765,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q29182|https://www.wikidata.org/wiki/Q733786,1883.0
71.170,False,False,True,437897,,European Paintings,1871.0,Painting,Abraham's Parting from the Family of Lot,nan,nan,,,,10842,Artist, ,Jan Victors,"Dutch, Amsterdam 1619–1676/77 East Indies", ,"Victors, Jan",Dutch,1619      ,1677      ,,http://vocab.getty.edu/page/ulan/500007951,https://www.wikidata.org/wiki/Q1357477,ca. 1655–65,1655,1665,Oil on canvas,58 x 65 1/8 in. (147.3 x 165.4 cm),"Purchase, 1871",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437897,https://www.wikidata.org/wiki/Q19913091,,"Metropolitan Museum of Art, New York, NY",Food|Girls|Men|Women|Dogs|Abraham|Eating,http://vocab.getty.edu/page/aat/300254496|http://vocab.getty.edu/page/aat/300247581|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300265714|http://vocab.getty.edu/page/ia/901000475|http://vocab.getty.edu/page/aat/300375120,https://www.wikidata.org/wiki/Q2095|https://www.wikidata.org/wiki/Q3031|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q144|https://www.wikidata.org/wiki/Q9181|https://www.wikidata.org/wiki/Q213449,1655.0
50.135.2,False,True,True,437898,,European Paintings,1950.0,Painting,"Madame Grand (Noël Catherine Vorlée, 1761–1835)",nan,nan,,,,16264,Artist, ,Elisabeth Louise Vigée Le Brun,"French, Paris 1755–1842 Paris", ,"Vigée Le Brun, Elisabeth Louise",French,1755      ,1842      ,Female,http://vocab.getty.edu/page/ulan/500010070,https://www.wikidata.org/wiki/Q213163,1783,1783,1783,Oil on canvas,"Oval, 36 1/4 x 28 1/2 in. (92.1 x 72.4 cm)","Bequest of Edward S. Harkness, 1940",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437898,https://www.wikidata.org/wiki/Q19905205,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,1783.0
49.7.53,False,True,True,437899,,European Paintings,1949.0,Painting,Alexandre Charles Emmanuel de Crussol-Florensac (1743–1815),nan,nan,,,,16264,Artist, ,Elisabeth Louise Vigée Le Brun,"French, Paris 1755–1842 Paris", ,"Vigée Le Brun, Elisabeth Louise",French,1755      ,1842      ,Female,http://vocab.getty.edu/page/ulan/500010070,https://www.wikidata.org/wiki/Q213163,1787,1787,1787,Oil on wood,35 3/8 x 25 1/2 in. (89.9 x 64.8 cm),"The Jules Bache Collection, 1949",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437899,https://www.wikidata.org/wiki/Q19905439,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307,1787.0
54.182,True,True,True,437900,,European Paintings,1954.0,Painting,"Comtesse de la Châtre (Marie Charlotte Louise Perrette Aglaé Bontemps, 1762–1848)",nan,nan,,,,16264,Artist, ,Elisabeth Louise Vigée Le Brun,"French, Paris 1755–1842 Paris", ,"Vigée Le Brun, Elisabeth Louise",French,1755      ,1842      ,Female,http://vocab.getty.edu/page/ulan/500010070,https://www.wikidata.org/wiki/Q213163,1789,1789,1789,Oil on canvas,45 x 34 1/2 in. (114.3 x 87.6 cm),"Gift of Jessie Woolworth Donahue, 1954",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437900,https://www.wikidata.org/wiki/Q19912372,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467,1789.0
87.15.39,False,False,True,437902,,European Paintings,1887.0,Painting,Examining Antique Arms,nan,nan,,,,10842,Artist, ,José Villegas y Cordero,"Spanish, Seville 1848–1921 Madrid", ,"Villegas y Cordero, José",Spanish,1848      ,1921      ,,http://vocab.getty.edu/page/ulan/500018242,https://www.wikidata.org/wiki/Q517574,1870,1870,1870,Oil on wood,15 5/8 x 12 1/2 in. (39.7 x 31.8 cm),"Catharine Lorillard Wolfe Collection, Bequest of Catharine Lorillard Wolfe, 1887",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437902,https://www.wikidata.org/wiki/Q19905078,,"Metropolitan Museum of Art, New York, NY",Armor|Swords|Men,http://vocab.getty.edu/page/aat/300226591|http://vocab.getty.edu/page/aat/300037048|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q20793164|https://www.wikidata.org/wiki/Q12791|https://www.wikidata.org/wiki/Q8441,1870.0
17.120.204,False,True,True,437903,,European Paintings,1917.0,Painting,Marie Joséphine Charlotte du Val d'Ognes (1786–1868),nan,nan,,,,16265,Artist, ,Marie Denise Villers,"French, Paris 1774–1821 Paris (?)", ,"Villers, Marie Denise",French,1774      ,1821      ,Female,http://vocab.getty.edu/page/ulan/500045597,https://www.wikidata.org/wiki/Q452123,1801,1801,1801,Oil on canvas,"63 1/2 × 50 5/8 in. (161.3 × 128.6 cm)
","Mr. and Mrs. Isaac D. Fletcher Collection, Bequest of Isaac D. Fletcher, 1917",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437903,https://www.wikidata.org/wiki/Q19904863,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Artists,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025103,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q483501,1801.0
37.163.4,False,False,True,437909,,European Paintings,1937.0,Painting,Saint Peter Martyr Healing the Leg of a Young Man,nan,nan,,,,16265,Artist, ,Antonio Vivarini,"Italian, Venice, active by 1440–died 1476/84", ,"Vivarini, Antonio",Italian,1440      ,1484      ,,http://vocab.getty.edu/page/ulan/500010947,https://www.wikidata.org/wiki/Q935534,ca. 1450,1445,1455,Tempera and gold on wood,20 7/8 x 13 1/8 in. (53 x 33.3 cm),"Gift of Samuel H. Kress Foundation, 1937",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437909,https://www.wikidata.org/wiki/Q19905430,,"Metropolitan Museum of Art, New York, NY",Men|Women|Saint Peter,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/ia/901000056,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q33923,1450.0
65.181.6,False,False,True,437910,,European Paintings,1965.0,Painting,Saint Jerome,nan,nan,,,,16265,Artist,Workshop of,Antonio Vivarini,"Italian, Venice, active by 1440–died 1476/84", ,"Vivarini, Antonio",Italian,1440      ,1484      ,,http://vocab.getty.edu/page/ulan/500010947,https://www.wikidata.org/wiki/Q935534,1440s,1440,1449,"Tempera on wood, gold ground",10 1/4 x 6 5/8 in. (26 x 16.8 cm),"Bequest of Adele L. Lehman, in memory of Arthur Lehman, 1965",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437910,https://www.wikidata.org/wiki/Q19912760,,"Metropolitan Museum of Art, New York, NY",Saint Jerome,http://vocab.getty.edu/page/ulan/500060933,https://www.wikidata.org/wiki/Q44248,1440.0
50.229.1,False,False,True,437912,,European Paintings,1950.0,Painting,The Death of the Virgin,nan,nan,,,,16266,Artist, ,Bartolomeo Vivarini,"Italian, active Venice 1450–91", ,"Vivarini, Bartolomeo",Italian,1450      ,1491      ,,http://vocab.getty.edu/page/ulan/500029396,https://www.wikidata.org/wiki/Q456971,1484,1484,1484,Tempera on wood,"Arched top, 74 3/4 x 59 in. (189.9 x 149.9 cm)","Gift of Robert Lehman, 1950",,nan,,,nan,nan,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437912,https://www.wikidata.org/wiki/Q19904860,,"Metropolitan Museum of Art, New York, NY",Angels|Christ|Virgin Mary|Death of the Virgin,http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/ia/901000556,https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q1245512,1484.0
